url,모델명,제품소재,색상,사이즈,제조사,제조국,제조연월,품질보증기준,A/S 책임자와 전화번호,상품특징,대표이미지,판매가,제품 주소재,"크기, 중량",종류,소재,크기
https://www.k-village.co.kr/goods/JUM23M81Z6,POP ON 키즈 UNI 반팔 티바지 세트 Ⅰ (Carbon),"겉감:폴리에스터93%, 폴리우레탄7%",Carbon,"110,120,130,145,155,165",(주)아이더,인도네시아,22년 08월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[키즈 UNI 기본 반팔 라운드 티셔츠 + 5부 팬츠 세트]
-레터링 로고 프린트로 디자인 포인트 부여 
-신축성이 우수하고 세탁성이 용이한 냉감 폴리 스판 소재를 사용하여 활동성 강화
-허리 전체 밴딩 사양으로, 편안한 착용이 가능함
-베이직한 컬러구성으로 SET 및 단품으로 활용 가능 
-여름철 편하게 착용 가능한 스타일",https://contents.k-village.co.kr/Prod/2023/D/JUM23M81Z6/JUM23M81Z6_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,75000,,,,,
https://www.k-village.co.kr/goods/JUM23283AW,POP ON 키즈 UNI 베이직 2 PACK 반팔 티셔츠 (APPLE GREEN),"겉감:폴리에스터93%, 폴리우레탄7%",Cream,"110,120,130,145,155,165",(주)아이더,인도네시아,22년 08월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[키즈 UNI 반팔 라운드 티셔츠 2PACK 제품] 
-베이직한 컬러와 화사한 컬러 구성 조합 
-신축성이 우수하고 세탁성이 용이한 냉감 폴리 스판 소재를 사용하여 활동성 강화 
-별도 패키지 구성",https://contents.k-village.co.kr/Prod/2023/D/JUM23283AW/JUM23283AW_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,49000,,,,,
https://www.k-village.co.kr/goods/DUS22G28W2,[ONLY WOMEN SIZE] 퀀텀 네오 하이크 (W2),,White,"230,235,240,245,250,255,260,265,270,275,280,285,290",(주)아이더,베트남,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1644-7781,"<40% 가벼워진 경량성과 안정성이 우수한 멀티 하이킹화>
-경량성과 쿠셔닝, 흔들리지 않는 안정성을 가지는 로우컷 멀티 하이킹화
-GORE-TEX STRETCH 원단을 적용하여 방수, 투습기능과 부드러운 착용감을 전달
-편리한 착탈화의 BOA FIT SYSTEM 적용
-기존 대비 40% 가벼워진 경량성과 쿠셔닝이 업그레이드된 HYPER BOOM 미드솔을 사용
-착지 시 흔들리지 않는 안정성을 줄 수 있도록 BOOM FRAME 구조 적용
-다양한 환경에서 우수한 접지력을 발휘하는 X-GRIP 아웃솔 사용
-도시와 자연, 일상과 모험을 넘나드는 단 하나의 하이킹화",https://contents.k-village.co.kr/Prod/2022/D/DUS22G28W2/DUS22G28W2_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,249000,갑피:합성피혁 + 폴리에스터 + TPR + GORE-TEX 창소재:X-GRIP + PHYLON + TPU 창갈이:불가,,,,
https://www.k-village.co.kr/goods/DUS23N48W2,비바체 슬립온 (White),,White,"230,235,240,245,250,255,260,265,270,275,280",(주)아이더,한국,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"<70년도 레트로 조거의 디자인에 아웃도어 무드를 담은 스니커즈>
-기존의 슈레이스 방식과는 다른 이밴드를 삽입한 슬립온 스타일의 방식으로 설계
-봄부터 여름까지 가볍게 신을 스니커즈
- 중량:298g (260mm)",https://contents.k-village.co.kr/Prod/2023/D/DUS23N48W2/DUS23N48W2_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,119000,"겉감: 캔버스(폴리에스터100%)+합성가죽, 안감: 캔버스 (면 100%)",ㆍ중량:298g (260mm),,,
https://www.k-village.co.kr/goods/DWM23262Z6,AQUA(아쿠아) 여성 반팔 스웨터 (Carbon),겉감:면 38% 아크릴 37% 나일론 25%,Carbon,"S,M,L,XL",(주)아이더,베트남,23년 02월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[여름 여성 반팔 폴로 스웨터]
-효성社의 쿨 라이크 원사로 제작된 스웨터
-에리, 소매, 밑단 RIB 적용하여 편안한 착용감 제공",https://contents.k-village.co.kr/Prod/2023/D/DWM23262Z6/DWM23262Z6_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,139000,,,,,
https://www.k-village.co.kr/goods/DMM23181K6,POP 여름 남성 경량 자켓 (L/Khaki),겉감1:나일론 87% 폴리우레탄 13% / 겉감2:나일론 87% 폴리우레탄 13% / 안감:폴리에스터100% /,Light Khaki,"M,L,XL,XXL,3XL",(주)아이더,베트남,22년 11월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[여름 남성 경량 스트레치 홑겹 자켓]
-스트레치성이 우수한 립조직의 경량 소재 적용
-타공 소재를 하이브리드하여 통기성 향상
-소매 전사 로고와 뒷넥 로고 파이핑 포인트",https://contents.k-village.co.kr/Prod/2023/D/DMM23181K6/DMM23181K6_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,190000,,,,,
https://www.k-village.co.kr/goods/DMS23N40Z1,퀀텀 그래비티 라이트 (Black),,Black,"250,255,260,265,270,275,280,285",(주)아이더,베트남,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[경량성과 통기성이 뛰어난 NON GORE-TEX 고기능 워킹화]
- 편리한 착탈화의 BOA FIT SYSTEM을 적용
- NO-SEW 기술을 활용하여 봉제선 없이 발에 착 감기는 핏팅감과 유연한 갑피
- 힐 TPU 사출은 딛임 동작시 흔들리지 않는 안정성 제공 
- 다양한 환경에서 우수한 접지력을 발휘하는 X-GRIP 아웃솔 사용(부틸 30%)
- 중량:301g (260mm)",https://contents.k-village.co.kr/Prod/2023/D/DMS23N40Z1/DMS23N40Z1_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,219000,겉감 : 합성피혁 + 폴리에스터 100% 안감: 폴리에스터 100%,ㆍ중량:301g (260mm),,,
https://www.k-village.co.kr/goods/DWW23549K8,[장원영 착용] GL (GO LIGHT) 여성 긴기장 다운 자켓 (D/Khaki),겉감:나일론 100% / 안감1:나일론 100% / 안감2:폴리에스터 100% / 충전재:솜털 80% 깃털 20%,Dark Khaki,"S,M,L,XL",(주)아이더,베트남,2023년 08월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[겨울 여성 긴기장 다운 자켓]
-가벼운 나일론 소재를 사용하여 따뜻하면서도 무겁지 않은, LIGHT한 중량감이 특징
-허리 스트링으로 핏 조절이 가능한 제품
-후드 일체형 디자인
-CHINA GOOSE 80:20(RDS)",https://contents.k-village.co.kr/Prod/2023/D/DWW23549K8/DWW23549K8_DM_01.jpg/k2dims/resize/520/extent/520x694/optimize,399000,,,,,
https://www.k-village.co.kr/goods/DUU23N93Z1,[리오더] 오브제 클로그 (Black),,Black,상세페이지 참조,(주)아이더,한국,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"★DUA23N83Z1의 리오더 제품입니다. 
https://www.k-village.co.kr/goods/DUA23N83Z1

[아이더만의 비율로 탄생한, 아이카롱 폼 적용 저탄성 리커버리 클로그]
- 전략적으로 탄성을 낮춘 배합으로, 적당히 발을 받쳐주면서 오래 신을수록 쫀득한 착화감이 강점
- 초경량으로 발의 피로도 최소화
- 층간 소음 방지용으로도 탁월하여 실내/외 어디서든 착화가 가능
- ""아이카롱"" 시리즈가 확장됨에 따라, ""오브제"" 시리즈로 네이밍 및 라인업 개편
- 오브제(프랑스어: objet)는 프랑스어 'objet'에서 온 말로, '초현실주의' 미술에서 작가의 재해석을 통해 미술 작품으로 확장된 매개체를 일컬음
- 중량:146g (240mm)",https://contents.k-village.co.kr/Prod/2023/D/DUU23N93Z1/DUU23N93Z1_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,65000,갑피소재 & 창소재:I.P (INJECTION PHYLON),중량:146g (240mm),,,
https://www.k-village.co.kr/goods/DMP22112Z1,[ONLY 100 SIZE] TREA (트레아) 남성 고어 인피니움 아노락,겉감1 폴리에스터 100% 겉감2 폴리에스터 100% 안감1 나일론 100% 안감2 폴리에스터 100%,Black,"M,L,XL,XXL",(주)아이더,인도네시아,2021년12월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1644-7781,"<고어 인피니움 아노락 자켓>
- 우븐 JQD 원단 사용
-방수 방풍기능이 탁월",https://contents.k-village.co.kr/Prod/2022/D/DMP22112Z1/DMP22112Z1_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,245000,,,,,
https://www.k-village.co.kr/goods/DWW23548P3,[장원영 착용] GL PUFFER (GO LIGHT 푸퍼) 여성 다운 자켓 (Indian Pink),겉감:나일론 100% / 안감1:폴리에스터 100% / 안감2:폴리에스터 100% / 충전재:우모(거위)솜털 80% 깃털 20%,Indian Pink,"S,M,L,XL",(주)아이더,베트남,2023년 07월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[겨울 여성 푸퍼 다운 자켓]
-가벼운 나일론 소재를 사용하여 따뜻하면서도 무겁지 않은, LIGHT한 푸퍼 디자인
-스텐드 넥에 심플한 형태로, 활용도가 높은 제품
-CHINA GOOSE 80:20(RDS)",https://contents.k-village.co.kr/Prod/2023/D/DWW23548P3/DWW23548P3_DM_01.jpg/k2dims/resize/520/extent/520x694/optimize,339000,,,,,
https://www.k-village.co.kr/goods/JUM24299LT,POP ON 키즈 2 PACK UNI 반팔 티셔츠 (Light Mint),겉감:폴리에스터 92% 폴리우레탄 8%,Light Mint,"120,130,145,155,165",(주)아이더,베트남,2023년 10월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[2개의 키즈 반팔 티셔츠 구성으로 합리적인 제품입니다.]
- 착용 계절 : 여름
- 신축성이 우수하고 통기성이 좋아 활용도가 높은 제품입니다.
- 가슴에는 아이더 로고 그래픽이 전사로 적용되었습니다.",https://contents.k-village.co.kr/Prod/2024/D/JUM24299LT/JUM24299LT_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,49000,,,,,
https://www.k-village.co.kr/goods/DMM23264Z6,AQUA(아쿠아) 남성 반팔 스웨터 (Carbon),겉감:면 41% 나일론 38% 폴리에스터 21%,Carbon,"M,L,XL,XXL",(주)아이더,베트남,23년 02월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[여름 남성 반팔 폴로 스웨터]
-효성社의 AQUA-X 냉감 원사로 제작된 스웨터
-에리, 소매, 밑단 RIB 적용하여 편안한 착용감 제공",https://contents.k-village.co.kr/Prod/2023/D/DMM23264Z6/DMM23264Z6_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,139000,,,,,
https://www.k-village.co.kr/goods/DUS23G01E2,샬레 하이브 (Beige),,Beige,"230,235,240,245,250,255,260,265,270,275,280,285",(주)아이더,베트남,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[천연 스프리트 가죽을 사용한 고어텍스 경량 미드컷 등산화]
- GORE-TEX STRETCH 원단을 적용한 방수, 투습기능과 부드러운 착용감
- 경량성과 쿠셔닝이 업그레이드된 X-FOAM 미드솔 사용
- 접지력과 안전성이 향상된 TOE BUMPER 스타일의 X-GRIP 아웃솔 적용.
- 중량:435g (260mm기준)",https://contents.k-village.co.kr/Prod/2023/D/DUS23G01E2/DUS23G01E2_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,229000,"갑피재료:겉감)천연가죽(스프리트)+폴리에스터100%+TPR , 안감1)GORE-TEX(나일론100%), 안감2)폴리에스터100% / 창재료:X-GRIP(부틸70%)+PHYLON",,,,
https://www.k-village.co.kr/goods/DUS23N49E2,[ONLY MEN SIZE] 비바체 슬립온 (Beige),,Beige,"230,235,240,245,250,255,260,265,270,275",(주)아이더,한국,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"< 70년도 레트로 조거의 디자인에 아웃도어 무드를 담은 스니커즈>
- 기존의 슈레이스 방식과는 다른 이밴드를 삽입
- 슬립온 스타일의 방식으로 설계되어 봄부터 여름까지 가볍게 신을 스니커즈
* 중량:298g (260mm)",https://contents.k-village.co.kr/Prod/2023/D/DUS23N49E2/DUS23N49E2_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,119000,"갑피소재-겉감:폴리에스터100% + 합성가죽, 안감:면100% / 창소재:EX-GRIP + I.P",ㆍ중량:298g (260mm),,,
https://www.k-village.co.kr/goods/JMS23182N4,EIDER KIDS LIGHT JKT (Navy) (Navy),겉감:나일론 100%,Navy,"110,120,130,145,155",(주)아이더,베트남,2022년 12월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,,https://contents.k-village.co.kr/Prod/2023/D/JMS23182N4/JMS23182N4_DG_01.jpg/k2dims/resize/520/extent/520x694/optimize,33915,,,,,
https://www.k-village.co.kr/goods/DWM23181W2,POP 여름 여성 경량 자켓 (White),겉감1 나일론 87% 폴리우레탄 13% 겉감2 나일론 87% 폴리우레탄 13% / 안감:폴리에스터100% /,White,"S,M,L,XL,XXL",(주)아이더,베트남,22년 11월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[여름 여성 경량 스트레치 홑겹 자켓 (후드 탈부착형)]
-스트레치성이 우수한 립조직의 경량 소재 적용
-타공 소재를 하이브리드하여 통기성 향상
-소매 전사 로고 포인트",https://contents.k-village.co.kr/Prod/2023/D/DWM23181W2/DWM23181W2_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,190000,,,,,
https://www.k-village.co.kr/goods/DMW23502Z1,CROIFFLE (크로플) 남자 튜브 슬림 다운 자켓 (Black),겉감1:폴리에스터 100% / 겉감2:폴리에스터 100% / 안감1:나일론 100% / 안감2:폴리에스터 100% / 안감3:폴리에스터 100% / 충전재:솜털 80% 깃털 20%,Black,"M,L,XL,XXL,3XL",(주)아이더,미얀마,2023년 07월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[겨울 남성 슬림 다운 자켓]
-크로플 모티브의 사각 튜브 소재를 적용하여 가볍고 다운 삼출을 방지함
-CHINA GOOSE 80:20",https://contents.k-village.co.kr/Prod/2023/D/DMW23502Z1/DMW23502Z1_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,269000,,,,,
https://www.k-village.co.kr/goods/DWM23181P2,POP 여름 여성 경량 자켓 (Peach),겉감1 나일론 87% 폴리우레탄 13% 겉감2 나일론 87% 폴리우레탄 13% / 안감:폴리에스터100% /,Peach,"S,M,L,XL,XXL",(주)아이더,베트남,22년 11월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[여름 여성 경량 스트레치 홑겹 자켓 (후드 탈부착형)]
-스트레치성이 우수한 립조직의 경량 소재 적용
-타공 소재를 하이브리드하여 통기성 향상
-소매 전사 로고 포인트",https://contents.k-village.co.kr/Prod/2023/D/DWM23181P2/DWM23181P2_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,190000,,,,,
https://www.k-village.co.kr/goods/JUM23M81V1,POP ON 키즈 UNI 반팔 티바지 세트 Ⅰ (L/Violet),"겉감:폴리에스터93%, 폴리우레탄7%",Light Violet,"110,120,130,145,155,165",(주)아이더,인도네시아,22년 08월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[신축성이 우수하고 세탁성이 용이한 키즈 UNI 기본 반팔 라운드 티셔츠 + 5부 팬츠 세트]
- 레터링 로고 프린트 디자인 포인트 
- 냉감 폴리 스판 소재를 사용하여 활동성 강화
- 허리 전체 밴딩으로, 편안한 착용감
- 베이직한 컬러구성으로 SET 및 단품으로 활용 가능 
- 여름철 편하게 착용 가능한 스타일",https://contents.k-village.co.kr/Prod/2023/D/JUM23M81V1/JUM23M81V1_DF_01.JPG/k2dims/resize/520/extent/520x694/optimize,75000,,,,,
https://www.k-village.co.kr/goods/JUM24299N4,POP ON 키즈 2 PACK UNI 반팔 티셔츠 (Navy),겉감:폴리에스터 92% 폴리우레탄 8%,Navy,"120,130,145,155,165",(주)아이더,베트남,2023년 10월,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[2개의 키즈 반팔 티셔츠 구성으로 합리적인 제품입니다.]
- 착용 계절 : 여름
- 신축성이 우수하고 통기성이 좋아 활용도가 높은 제품입니다.
- 가슴에는 아이더 로고 그래픽이 전사로 적용되었습니다.",https://contents.k-village.co.kr/Prod/2024/D/JUM24299N4/JUM24299N4_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,49000,,,,,
https://www.k-village.co.kr/goods/DUF23N66Z1,비바체 슬립온 (Z1) (Black),,Black,상세페이지 참조,(주)아이더,한국,,관련법 및 소비자 분쟁 해결 규정에 따름,본사 고객상담실 / 1533-1631,"[캔버스 소재의 가벼움과 경량 쿠셔닝을 적용한 비바체 슬립온]
- 이밴드가 삽입된 갑피 구조는 소비자에게 편안한 착탈화를 제공
- 중량:258g (260mm기준)",https://contents.k-village.co.kr/Prod/2023/D/DUF23N66Z1/DUF23N66Z1_DF_01.jpg/k2dims/resize/520/extent/520x694/optimize,119000,갑피소재:겉감: 캔버스 (폴리에스터 100%)+합성가죽 / 안감1: 캔버스 (면 100%) / 창소재:EX-GRIP + I.P,중량:258g (260mm기준),,,
